minute,second,duration,play_pattern,position,shot_technique,shot_body_part,shot_type,shot_first_time,shot_open_goal,shot_one_on_one,shot_aerial_won,under_pressure,start_x,start_y,end_x,end_y,shot_outcome,shot_key_pass
65,6,0.092194,1,17.0,93.0,40.0,87.0,0,0,0,0,0,109.7,53.0,111.1,51.5,0.0,1
65,42,0.325218,2,2.0,93.0,37.0,87.0,0,0,0,1,1,116.6,34.1,120.0,34.7,0.0,1
74,5,0.375827,3,5.0,93.0,37.0,87.0,0,0,0,1,1,116.2,42.2,120.0,39.1,1.0,1
78,24,0.45419,3,19.0,93.0,38.0,62.0,0,0,0,0,0,98.3,52.0,106.7,47.6,0.0,0
82,56,0.722741,2,5.0,93.0,37.0,87.0,0,0,0,1,1,111.0,44.0,118.3,39.5,0.0,1
84,24,0.035038,4,19.0,93.0,38.0,87.0,0,0,0,0,0,97.1,46.0,98.5,45.7,0.0,1
86,20,0.828693,1,21.0,93.0,38.0,87.0,0,0,0,0,0,102.5,49.9,120.0,37.1,1.0,0
2,10,0.454762,4,23.0,95.0,38.0,87.0,1,0,0,0,1,114.2,47.5,120.0,39.8,0.0,1
4,32,0.738085,1,15.0,93.0,38.0,87.0,1,0,0,0,0,98.8,30.7,118.2,36.4,0.0,1
11,0,0.391428,2,13.0,93.0,40.0,87.0,1,0,0,0,0,110.2,52.9,120.0,42.0,0.0,1
34,10,1.489727,3,15.0,93.0,38.0,87.0,0,0,0,0,0,94.9,26.2,120.0,53.1,0.0,1
40,30,0.398007,3,19.0,93.0,38.0,87.0,0,0,0,0,0,116.2,31.2,118.4,36.4,0.0,1
47,36,1.584968,1,8.0,93.0,40.0,87.0,0,0,0,0,0,88.7,20.6,120.0,38.6,1.0,1
55,20,0.588376,2,5.0,93.0,37.0,87.0,0,0,0,1,1,112.9,49.9,118.7,42.0,0.0,1
56,1,0.175309,1,21.0,93.0,40.0,87.0,0,0,0,0,1,102.9,27.1,105.6,28.1,0.0,1
56,50,0.323644,2,5.0,93.0,37.0,87.0,0,0,1,0,0,114.4,43.4,119.0,40.4,0.0,1
58,14,0.139878,3,15.0,91.0,38.0,87.0,0,0,0,0,0,105.7,29.0,107.8,30.2,0.0,1
64,28,0.780726,4,17.0,93.0,38.0,87.0,1,0,0,0,1,101.4,54.4,120.0,45.2,0.0,1
66,44,1.056831,1,11.0,93.0,40.0,87.0,0,0,0,0,1,86.8,36.9,120.0,45.4,0.0,1
68,20,0.102007,7,24.0,93.0,40.0,87.0,0,0,0,0,0,94.3,43.8,97.8,42.8,0.0,1
69,49,1.139507,2,15.0,93.0,37.0,87.0,0,0,0,0,0,114.1,49.3,116.8,38.4,0.0,1
72,0,1.095847,1,8.0,93.0,40.0,87.0,0,0,0,0,0,109.5,22.6,120.0,59.3,0.0,1
73,54,0.126894,7,19.0,93.0,38.0,87.0,0,0,0,0,1,99.0,39.6,100.8,39.9,0.0,1
80,22,0.339685,3,19.0,93.0,38.0,62.0,0,0,0,0,0,93.1,45.2,103.1,44.7,0.0,0
81,11,0.698365,2,23.0,93.0,37.0,87.0,0,0,0,1,1,109.6,44.0,117.9,40.5,0.0,1
82,9,0.148515,1,22.0,93.0,40.0,87.0,0,0,0,0,0,92.6,42.9,94.6,42.4,0.0,1
85,15,0.826468,2,8.0,91.0,40.0,87.0,0,0,0,0,0,103.0,35.9,119.9,36.4,0.0,0
86,47,1.102065,4,12.0,93.0,38.0,87.0,0,0,0,0,0,98.3,57.5,120.0,35.1,0.0,1
87,59,0.07942,4,23.0,91.0,40.0,87.0,0,0,0,0,0,101.4,51.7,103.1,50.8,0.0,0
88,44,0.309561,1,10.0,93.0,40.0,87.0,0,0,0,0,0,88.0,43.0,97.4,42.5,0.0,1
0,58,0.811915,4,19.0,93.0,40.0,87.0,1,0,0,0,0,108.3,46.6,120.0,40.9,0.0,1
11,48,0.319834,8,12.0,93.0,38.0,87.0,0,0,1,0,1,109.3,39.0,116.3,38.8,0.0,1
12,47,0.078973,4,23.0,93.0,38.0,87.0,1,0,0,0,0,103.8,32.1,105.2,33.1,0.0,1
15,13,0.733484,4,21.0,93.0,40.0,87.0,0,0,0,0,0,105.0,25.1,117.7,40.1,0.0,1
18,18,0.315545,1,22.0,91.0,40.0,87.0,1,0,0,0,1,111.6,49.1,120.0,38.3,0.0,1
19,5,0.618667,7,17.0,93.0,40.0,87.0,1,0,0,0,0,105.4,52.6,117.7,43.1,0.0,1
21,1,0.379239,3,17.0,93.0,37.0,87.0,0,0,1,0,0,111.7,45.7,117.6,41.0,0.0,1
21,2,0.453472,3,5.0,95.0,38.0,87.0,1,0,0,0,0,114.8,32.4,120.0,38.1,0.0,0
24,51,1.158762,7,2.0,93.0,40.0,87.0,0,0,0,0,0,100.2,57.3,120.0,28.2,0.0,1
25,52,0.95741,7,23.0,93.0,37.0,87.0,0,0,0,1,1,107.8,38.6,120.0,34.5,0.0,1
27,47,0.777293,2,22.0,93.0,40.0,87.0,0,0,0,0,0,94.7,45.3,117.4,40.7,0.0,1
29,30,1.579064,1,23.0,93.0,38.0,87.0,1,0,0,0,0,101.0,50.6,112.4,30.7,0.0,1
36,40,0.252458,3,23.0,93.0,38.0,62.0,0,0,0,0,0,92.5,49.6,100.2,46.9,0.0,0
37,16,0.911232,2,6.0,95.0,38.0,87.0,1,0,0,0,0,101.4,29.1,118.1,40.7,0.0,0
39,0,0.544939,3,17.0,95.0,40.0,87.0,1,0,0,0,0,108.3,46.6,118.5,39.7,0.0,1
42,1,1.337677,3,23.0,93.0,38.0,62.0,0,0,0,0,0,90.6,38.4,117.9,38.1,0.0,0
42,28,2.904735,1,6.0,93.0,38.0,87.0,0,0,0,0,0,57.9,20.6,116.3,41.9,0.0,0
50,0,0.158486,7,17.0,93.0,38.0,87.0,1,0,0,0,0,115.1,29.3,115.9,31.0,0.0,1
51,28,1.013078,3,21.0,93.0,40.0,87.0,0,0,0,0,0,106.6,24.8,120.0,43.6,0.0,1
53,3,0.703066,4,17.0,93.0,38.0,87.0,0,0,0,0,0,100.1,33.9,120.0,35.7,0.0,1
55,57,1.130828,3,21.0,93.0,40.0,87.0,1,0,0,0,1,96.7,32.2,117.2,38.7,0.0,1
61,32,1.060207,1,19.0,93.0,38.0,87.0,0,0,0,0,0,88.6,44.5,120.0,42.7,0.0,0
62,38,0.537703,1,17.0,93.0,38.0,87.0,1,0,0,0,0,108.1,30.5,117.3,37.0,0.0,1
64,15,1.290658,3,17.0,93.0,38.0,62.0,0,0,0,0,0,91.7,41.0,119.1,42.2,0.0,0
70,41,0.237743,1,17.0,95.0,38.0,87.0,1,0,0,0,1,116.5,29.1,119.1,35.6,0.0,0
71,3,0.980484,2,23.0,93.0,37.0,87.0,0,0,0,0,0,112.6,42.6,120.0,50.2,0.0,1
75,30,0.851368,1,17.0,93.0,38.0,87.0,0,0,1,0,0,107.1,30.2,120.0,43.8,1.0,1
80,43,0.323267,3,17.0,93.0,38.0,87.0,0,0,1,0,1,115.1,30.2,118.1,34.2,0.0,1
92,9,0.133667,1,24.0,93.0,40.0,87.0,1,0,0,0,0,97.6,49.2,102.3,47.9,0.0,1
95,14,0.878086,2,12.0,95.0,40.0,87.0,1,0,0,0,0,99.6,51.1,118.0,41.6,0.0,0
3,1,0.733571,1,22.0,93.0,38.0,87.0,0,0,0,0,0,100.9,30.7,120.0,36.5,0.0,1
7,34,0.840701,7,22.0,93.0,38.0,87.0,0,0,0,0,0,105.8,29.7,120.0,43.5,1.0,1
8,52,0.456701,9,21.0,95.0,38.0,87.0,1,0,0,0,0,112.2,45.8,120.0,44.1,0.0,1
11,39,0.133542,1,23.0,95.0,40.0,87.0,1,0,0,0,0,111.7,36.1,114.3,41.0,0.0,1
15,6,0.666836,9,22.0,93.0,38.0,87.0,1,0,0,0,1,103.1,29.0,120.0,37.6,0.0,1
19,57,0.826764,2,22.0,95.0,38.0,87.0,1,0,0,0,0,100.3,52.0,117.9,42.8,0.0,0
32,54,0.475084,3,22.0,95.0,40.0,87.0,1,0,0,0,0,107.4,53.5,116.1,42.0,0.0,1
32,56,0.67832,3,22.0,91.0,38.0,87.0,1,0,0,0,0,118.8,47.6,120.0,41.0,1.0,0
49,50,1.93929,2,5.0,93.0,37.0,87.0,0,0,0,1,1,112.6,37.0,117.0,61.8,0.0,1
68,31,0.528349,5,23.0,93.0,40.0,88.0,0,0,0,0,0,107.8,40.0,120.0,36.7,1.0,0
77,3,1.14032,4,10.0,93.0,37.0,87.0,0,0,0,1,1,114.4,32.3,116.1,40.8,0.0,1
86,14,0.174647,2,4.0,93.0,37.0,87.0,0,0,0,1,1,117.8,44.2,120.0,41.6,1.0,1
90,19,0.649355,3,22.0,93.0,40.0,87.0,1,0,0,0,0,108.7,50.6,120.0,40.1,0.0,1
92,27,0.452884,5,24.0,93.0,38.0,88.0,0,0,0,0,0,107.6,40.8,120.0,43.3,1.0,0
1,36,3.425263,4,22.0,93.0,40.0,87.0,0,0,0,0,0,40.0,45.7,117.9,40.0,0.0,0
13,19,0.891942,1,24.0,93.0,38.0,87.0,0,0,0,0,0,100.2,42.9,118.1,37.4,0.0,1
14,3,1.685961,2,22.0,93.0,37.0,87.0,0,0,0,0,0,113.4,38.0,120.0,52.9,0.0,1
15,51,0.213781,7,22.0,93.0,38.0,87.0,0,0,0,0,1,101.3,42.6,104.2,41.7,0.0,1
22,36,0.256001,1,22.0,95.0,40.0,87.0,1,0,0,0,0,114.3,29.7,115.8,33.2,0.0,1
25,12,1.060062,8,24.0,93.0,37.0,87.0,0,0,0,1,1,107.5,40.1,120.0,46.7,0.0,1
29,41,0.63314,8,8.0,93.0,38.0,87.0,0,0,1,0,0,113.1,28.2,120.0,37.3,1.0,1
33,21,0.329806,1,16.0,93.0,38.0,87.0,0,0,1,0,0,112.2,29.8,117.3,37.1,0.0,1
33,36,0.21521,1,22.0,93.0,37.0,87.0,0,0,0,1,1,102.5,40.2,103.3,40.2,0.0,1
42,3,0.432459,1,22.0,93.0,38.0,87.0,0,0,0,0,0,97.0,26.8,105.5,33.6,0.0,1
43,20,0.115241,1,22.0,93.0,38.0,87.0,0,0,0,0,0,100.8,31.2,102.3,32.2,0.0,1
47,11,0.782177,1,23.0,93.0,38.0,87.0,0,0,0,0,0,94.4,47.5,117.9,42.6,0.0,1
50,34,0.115351,7,17.0,93.0,40.0,87.0,0,0,0,0,0,95.8,40.3,102.6,39.6,0.0,1
56,4,0.168872,1,2.0,93.0,38.0,87.0,0,0,0,0,0,102.2,51.2,106.3,48.8,0.0,1
60,22,0.002161,4,13.0,93.0,40.0,87.0,0,0,0,0,0,110.7,50.7,111.1,50.2,0.0,1
69,19,0.38504,2,22.0,93.0,37.0,87.0,0,0,1,1,1,111.4,38.3,120.0,33.9,0.0,1
76,19,0.985583,4,15.0,93.0,40.0,87.0,1,0,0,0,0,93.1,32.5,116.4,39.3,0.0,1
78,41,0.086701,4,6.0,95.0,38.0,87.0,1,0,0,0,0,115.5,30.6,116.1,32.1,0.0,1
81,44,0.043075,1,23.0,93.0,38.0,87.0,0,0,0,0,0,112.4,47.7,113.6,46.9,0.0,1
82,6,0.80842,1,10.0,93.0,38.0,87.0,0,0,0,0,0,101.7,41.2,120.0,36.6,1.0,1
84,50,0.108171,1,22.0,91.0,38.0,87.0,0,0,0,0,0,105.9,39.8,106.9,39.8,0.0,1
88,13,0.912748,4,16.0,91.0,40.0,87.0,1,0,0,0,0,103.8,51.1,120.0,43.6,0.0,1
92,53,0.704518,4,5.0,93.0,37.0,87.0,0,0,1,1,1,112.7,37.9,120.0,42.4,0.0,1
3,42,0.628221,2,17.0,93.0,37.0,87.0,0,0,0,1,1,114.7,35.0,120.0,38.8,0.0,1
5,26,0.225649,1,17.0,93.0,40.0,87.0,0,0,0,0,0,100.0,26.0,102.9,27.5,0.0,1
7,24,0.404145,2,23.0,91.0,38.0,87.0,1,0,0,0,0,109.6,39.2,120.0,39.4,1.0,0
9,9,0.765743,9,19.0,93.0,40.0,87.0,1,0,0,0,0,106.8,34.6,120.0,41.9,1.0,0
16,55,1.519694,3,6.0,93.0,38.0,62.0,0,0,0,0,0,68.3,19.5,117.3,42.5,0.0,0
20,32,0.90839,6,17.0,93.0,38.0,87.0,0,0,0,0,1,107.8,29.2,120.0,34.9,0.0,1
28,3,0.653334,4,21.0,93.0,40.0,87.0,0,0,0,0,0,98.5,34.3,114.0,38.5,0.0,1
31,34,0.62006,1,21.0,93.0,40.0,87.0,0,0,1,0,0,114.6,54.4,120.0,45.6,0.0,0
37,12,0.925018,3,21.0,93.0,40.0,87.0,0,0,0,0,0,103.0,22.1,120.0,49.4,0.0,1
42,58,1.256463,6,23.0,93.0,38.0,87.0,0,0,0,0,1,106.9,52.8,120.0,34.3,0.0,1
53,39,0.891478,2,15.0,91.0,40.0,87.0,1,0,0,0,0,97.3,55.9,120.0,50.5,0.0,1
65,52,1.026775,4,13.0,93.0,38.0,87.0,0,0,0,0,0,95.3,41.2,120.0,35.9,0.0,1
67,7,0.003097,2,3.0,93.0,37.0,87.0,0,0,0,0,0,112.7,44.4,120.0,47.7,0.0,1
68,20,0.523801,2,3.0,93.0,37.0,87.0,0,0,0,1,1,111.9,44.2,120.0,47.3,0.0,1
72,11,0.40992,4,21.0,93.0,37.0,87.0,0,0,1,1,1,115.9,33.9,120.0,36.5,0.0,1
80,52,0.835239,3,23.0,93.0,38.0,87.0,1,0,0,0,0,95.2,32.4,116.5,36.4,0.0,1
81,34,0.16596,4,15.0,93.0,40.0,87.0,1,0,0,0,0,110.1,43.1,110.8,42.9,0.0,1
83,21,1.521428,1,15.0,93.0,40.0,87.0,0,0,0,0,0,89.8,40.6,120.0,31.4,0.0,1
90,30,0.364966,3,17.0,93.0,38.0,87.0,0,0,1,0,0,109.5,54.4,114.7,47.5,0.0,1
91,31,0.267253,1,2.0,93.0,38.0,87.0,1,0,0,0,0,104.2,49.3,106.1,48.2,0.0,0
93,24,1.377854,1,23.0,93.0,38.0,87.0,0,0,0,0,0,94.0,55.3,120.0,31.4,0.0,1
3,4,0.855672,2,22.0,93.0,37.0,87.0,0,0,0,0,0,112.2,48.9,120.0,37.3,0.0,1
5,29,0.190144,1,24.0,93.0,38.0,87.0,1,0,0,0,0,107.7,34.4,112.7,35.4,0.0,1
6,46,0.667269,1,22.0,91.0,38.0,87.0,1,0,0,0,1,105.1,45.7,120.0,37.5,0.0,1
8,39,0.269121,3,22.0,93.0,38.0,62.0,0,0,0,0,0,88.9,46.7,98.4,45.1,0.0,0
11,55,0.09393,1,7.0,93.0,38.0,87.0,1,0,0,0,0,111.5,36.3,112.5,36.8,0.0,1
11,57,0.300804,1,10.0,93.0,40.0,87.0,1,0,0,0,0,101.1,35.1,108.8,36.3,0.0,0
15,27,0.357581,1,13.0,93.0,40.0,87.0,1,1,0,0,0,116.9,45.1,118.8,41.0,0.0,1
15,28,0.360045,1,13.0,93.0,38.0,87.0,1,1,0,0,0,118.7,44.0,120.0,44.0,0.0,0
17,20,0.317775,1,22.0,93.0,38.0,87.0,1,0,0,0,0,114.0,27.1,118.7,36.1,0.0,1
26,0,0.727205,3,12.0,93.0,38.0,87.0,0,0,1,0,0,115.3,30.5,120.0,39.6,1.0,1
27,26,1.602626,9,24.0,92.0,38.0,87.0,1,0,0,0,0,110.3,53.3,120.0,36.9,1.0,1
34,31,0.91674,1,24.0,93.0,38.0,87.0,1,0,0,0,0,105.8,35.6,120.0,42.8,1.0,0
43,53,0.339948,4,24.0,93.0,38.0,87.0,0,0,0,0,0,109.8,25.8,117.4,35.5,0.0,1
50,9,0.919144,3,22.0,93.0,37.0,87.0,0,0,0,0,0,108.5,42.4,118.2,42.1,0.0,1
55,47,1.022714,3,24.0,95.0,40.0,87.0,1,0,0,0,0,107.3,42.6,120.0,27.4,0.0,1
56,42,0.538979,1,22.0,93.0,40.0,87.0,0,0,0,0,0,105.2,46.9,120.0,44.7,0.0,1
62,6,0.436179,2,13.0,93.0,40.0,87.0,1,0,0,0,0,105.4,36.2,117.9,38.2,0.0,1
62,39,0.822833,2,16.0,95.0,38.0,87.0,1,0,0,0,0,95.9,37.9,107.9,39.9,0.0,0
66,57,0.663381,3,15.0,93.0,40.0,87.0,1,0,0,0,0,107.3,46.0,120.0,42.6,0.0,1
69,15,0.814518,3,6.0,93.0,40.0,87.0,0,0,0,0,0,103.0,25.8,117.3,37.2,0.0,1
71,11,0.227442,1,15.0,93.0,40.0,87.0,0,0,0,0,0,114.0,30.4,114.2,34.9,0.0,1
77,3,0.446372,1,22.0,93.0,40.0,87.0,0,0,0,0,0,107.1,48.7,120.0,44.9,0.0,1
83,11,1.800403,1,13.0,92.0,40.0,87.0,1,0,0,0,0,100.3,42.4,120.0,34.5,0.0,1
86,7,1.361808,3,22.0,94.0,38.0,87.0,0,0,0,0,0,111.1,43.3,119.6,45.2,0.0,1
90,20,0.488683,2,2.0,91.0,40.0,87.0,1,0,0,0,0,105.6,53.8,120.0,36.7,0.0,0
2,7,0.854323,4,15.0,93.0,40.0,87.0,1,0,0,0,0,105.9,37.8,119.9,44.8,0.0,1
9,36,1.665408,4,24.0,93.0,37.0,87.0,0,0,0,0,0,106.3,44.2,120.0,42.4,0.0,1
11,54,0.190385,3,3.0,95.0,40.0,87.0,1,0,0,0,0,113.3,42.5,116.2,41.4,0.0,1
19,43,0.783974,1,8.0,93.0,38.0,87.0,0,0,0,0,0,106.4,27.0,120.0,48.7,0.0,1
25,10,0.665907,3,15.0,93.0,40.0,87.0,1,0,0,0,0,99.6,39.7,116.8,38.1,0.0,1
30,49,1.389775,3,22.0,93.0,38.0,62.0,0,0,0,0,0,98.3,56.3,120.0,42.3,0.0,0
48,22,0.254223,1,24.0,93.0,40.0,87.0,0,0,0,0,0,113.8,32.5,116.4,36.2,0.0,1
49,7,0.292127,2,3.0,93.0,37.0,87.0,0,1,0,0,0,115.6,44.2,120.0,42.2,1.0,1
51,42,1.136797,1,7.0,91.0,40.0,87.0,1,0,0,0,0,114.0,51.5,120.0,32.9,0.0,1
53,9,0.186124,1,24.0,93.0,38.0,87.0,0,0,0,0,0,103.4,29.9,107.0,32.2,0.0,1
56,51,0.596341,5,22.0,93.0,38.0,88.0,0,0,1,0,0,108.2,40.1,119.5,37.4,0.0,0
56,55,0.333173,5,15.0,95.0,40.0,87.0,1,0,0,0,0,115.3,32.7,118.7,38.2,0.0,0
56,56,0.386272,5,22.0,91.0,38.0,87.0,1,0,0,0,0,117.3,38.6,120.0,40.8,1.0,0
62,6,0.802244,1,13.0,93.0,37.0,87.0,0,0,0,0,0,112.2,45.3,119.0,39.2,0.0,1
62,8,0.540348,1,24.0,91.0,38.0,87.0,1,0,0,0,0,117.1,35.7,120.0,38.0,1.0,0
66,9,0.288544,3,8.0,93.0,38.0,87.0,1,0,0,0,0,106.6,28.2,109.1,32.8,0.0,0
68,16,1.250415,3,22.0,93.0,38.0,62.0,0,0,0,0,0,95.0,43.0,120.0,43.8,1.0,0
70,39,0.182066,3,15.0,95.0,38.0,87.0,1,0,0,0,0,104.0,44.3,105.4,44.1,0.0,0
81,11,0.12805,3,22.0,93.0,38.0,87.0,0,0,0,0,0,110.2,33.2,111.7,34.0,0.0,0
81,13,1.683061,3,8.0,91.0,38.0,87.0,1,0,0,0,0,99.5,28.9,120.0,50.6,0.0,0
82,46,1.264887,1,12.0,93.0,40.0,87.0,0,0,0,0,0,91.1,32.9,120.0,37.3,1.0,1
84,33,0.147049,1,22.0,93.0,40.0,87.0,0,0,0,0,0,101.1,42.8,104.0,42.8,0.0,1
89,14,1.386791,7,9.0,91.0,40.0,87.0,0,0,0,0,0,87.9,44.5,120.0,42.1,0.0,0
2,55,0.714882,1,24.0,93.0,37.0,87.0,0,0,1,0,0,115.1,49.2,119.4,40.5,0.0,1
6,37,0.058664,3,16.0,91.0,40.0,87.0,0,0,0,0,1,97.0,36.4,98.5,36.8,0.0,0
15,33,1.183869,3,12.0,93.0,37.0,87.0,0,0,0,1,1,110.5,40.0,120.0,44.9,0.0,1
24,17,1.127501,3,22.0,93.0,37.0,87.0,0,0,0,1,1,111.3,38.4,120.0,46.5,0.0,1
29,15,1.016697,4,11.0,95.0,38.0,87.0,1,0,0,0,0,106.1,39.7,120.0,43.0,0.0,1
30,36,1.824236,6,24.0,93.0,40.0,87.0,0,0,0,0,1,96.9,29.8,120.0,45.1,0.0,1
34,3,1.594244,2,5.0,93.0,37.0,87.0,0,0,0,0,0,113.1,31.0,120.0,43.4,1.0,1
35,54,0.767548,1,22.0,93.0,40.0,87.0,1,0,0,0,0,106.5,50.6,120.0,41.4,0.0,1
41,31,0.644996,4,22.0,93.0,37.0,87.0,0,0,0,1,1,112.7,33.6,117.5,39.0,0.0,1
44,59,2.527943,3,22.0,91.0,40.0,87.0,0,0,0,0,1,103.3,35.3,120.0,37.9,0.0,1
46,56,0.133279,6,24.0,93.0,40.0,87.0,0,0,0,0,0,95.6,31.9,98.9,33.4,0.0,1
47,5,1.385031,6,24.0,93.0,37.0,87.0,0,0,0,0,0,106.3,38.3,118.8,40.0,0.0,1
45,37,0.968284,8,24.0,93.0,38.0,87.0,0,0,0,0,0,108.1,31.0,120.0,48.8,0.0,0
46,47,0.605807,1,16.0,93.0,38.0,87.0,1,0,0,0,0,101.8,22.5,118.5,36.4,0.0,1
47,18,0.176716,2,22.0,93.0,37.0,87.0,0,0,0,1,1,112.0,44.6,112.1,72.0,0.0,1
49,13,0.688898,2,12.0,93.0,37.0,87.0,0,0,0,1,1,113.3,35.0,118.3,40.7,0.0,0
52,30,1.042375,1,24.0,93.0,40.0,87.0,0,0,0,0,1,90.0,43.1,116.6,40.0,0.0,1
53,31,1.160899,4,11.0,93.0,40.0,87.0,0,0,0,0,0,91.4,41.1,120.0,37.9,0.0,1
61,59,0.012428,2,24.0,91.0,38.0,87.0,0,0,0,0,0,114.6,35.4,116.2,35.9,0.0,0
62,32,1.026758,2,22.0,93.0,37.0,87.0,0,0,0,0,0,113.8,38.5,120.0,39.3,0.0,1
73,9,1.312069,1,2.0,91.0,38.0,87.0,1,0,0,0,0,103.1,45.6,120.0,37.5,1.0,1
76,25,0.044874,4,11.0,93.0,40.0,87.0,1,0,0,0,0,93.8,52.2,98.9,49.6,0.0,1
94,41,3.524995,3,11.0,93.0,40.0,62.0,0,0,0,0,0,84.1,43.0,120.0,37.7,1.0,0
95,48,0.340569,9,22.0,93.0,38.0,87.0,0,0,0,0,1,108.4,27.2,116.7,37.4,0.0,1
5,13,1.290539,2,5.0,93.0,37.0,87.0,0,0,0,0,0,112.0,34.1,118.7,20.2,0.0,1
15,58,0.483919,2,19.0,93.0,40.0,87.0,1,0,0,0,1,107.6,50.5,110.1,48.9,0.0,1
17,51,0.085303,1,21.0,93.0,40.0,87.0,0,0,0,0,0,105.6,23.7,106.5,24.6,0.0,1
26,20,0.12346,1,21.0,93.0,38.0,87.0,0,0,0,0,0,97.3,37.1,120.0,37.9,1.0,0
32,2,0.221894,1,23.0,91.0,40.0,87.0,1,0,0,0,0,110.6,42.6,113.3,42.3,0.0,1
32,28,1.132733,1,19.0,93.0,40.0,87.0,0,0,0,0,0,92.4,40.7,118.6,42.4,0.0,0
42,19,0.892031,3,23.0,93.0,37.0,87.0,0,0,0,1,1,112.6,35.0,120.0,43.0,1.0,1
48,44,1.896006,1,17.0,93.0,40.0,87.0,1,0,0,0,0,107.5,41.9,120.0,32.3,0.0,1
57,49,0.18199,4,2.0,93.0,40.0,87.0,0,0,0,0,0,105.9,48.3,106.9,47.7,0.0,0
58,37,0.788655,2,9.0,93.0,40.0,87.0,0,0,0,0,0,100.4,24.8,111.8,34.8,0.0,1
72,8,0.627682,4,9.0,93.0,37.0,87.0,0,0,1,0,0,115.8,38.9,120.0,40.7,1.0,1
79,36,0.096835,4,2.0,93.0,40.0,87.0,0,0,0,0,0,96.1,53.2,97.7,52.4,0.0,1
81,53,2.548312,4,21.0,93.0,40.0,87.0,1,0,0,0,0,101.0,20.6,120.0,56.6,0.0,0
90,48,1.04423,2,5.0,93.0,37.0,87.0,0,0,0,1,1,118.3,31.0,120.0,31.0,0.0,1
92,0,1.087458,1,19.0,91.0,38.0,87.0,1,0,0,0,1,111.5,29.7,120.0,29.7,0.0,1
3,48,0.531888,4,13.0,91.0,40.0,87.0,1,0,0,0,0,112.7,39.6,120.0,36.8,1.0,1
10,8,0.586442,4,13.0,93.0,38.0,87.0,1,0,0,0,1,110.4,36.2,117.4,39.4,0.0,1
12,55,0.219383,1,19.0,93.0,40.0,87.0,1,0,0,0,0,96.9,44.8,103.0,43.4,0.0,1
13,27,0.555939,2,19.0,93.0,37.0,87.0,0,0,0,1,1,114.0,45.8,120.0,43.5,0.0,1
19,24,0.18546,4,7.0,93.0,38.0,87.0,0,0,0,0,0,96.6,47.6,98.8,46.5,0.0,1
27,25,0.922371,4,15.0,93.0,40.0,87.0,1,0,0,0,0,99.5,50.0,119.1,45.7,0.0,1
34,12,0.110122,4,23.0,93.0,40.0,87.0,0,0,0,0,0,96.1,38.2,98.1,38.1,0.0,1
37,27,0.131458,1,23.0,91.0,40.0,87.0,0,1,1,0,0,118.8,36.7,120.0,37.1,1.0,0
42,22,0.800079,1,7.0,93.0,40.0,87.0,0,0,0,0,0,104.0,27.5,115.2,34.1,0.0,1
43,24,0.929809,4,15.0,93.0,40.0,87.0,1,0,0,0,0,103.4,48.4,120.0,41.9,0.0,1
50,32,0.858004,1,15.0,93.0,38.0,87.0,1,0,0,0,0,109.1,32.7,119.2,42.7,0.0,1
51,38,1.158031,2,10.0,93.0,40.0,87.0,0,0,0,0,0,96.1,49.8,120.0,28.2,0.0,0
55,30,0.242434,4,23.0,93.0,40.0,87.0,1,0,0,0,0,105.8,46.7,110.8,44.3,0.0,1
56,18,0.239834,1,7.0,95.0,40.0,87.0,1,0,0,0,0,107.5,45.1,109.2,39.4,0.0,1
57,27,0.640592,1,13.0,93.0,40.0,87.0,1,0,0,0,1,112.6,51.2,120.0,37.5,1.0,1
59,18,0.786626,4,23.0,95.0,40.0,87.0,1,0,0,0,0,112.3,33.3,118.6,40.6,0.0,1
61,20,0.361624,4,7.0,91.0,38.0,87.0,1,0,0,0,0,111.0,41.6,117.8,47.5,0.0,1
63,20,0.964256,2,4.0,93.0,37.0,87.0,0,0,0,1,1,118.2,35.6,120.0,43.5,1.0,1
67,7,0.628447,2,10.0,91.0,40.0,87.0,1,0,0,0,0,96.6,36.4,111.4,32.1,0.0,0
70,51,0.545188,1,23.0,93.0,40.0,87.0,0,0,0,0,0,104.1,36.9,117.1,37.7,0.0,0
72,59,0.100888,1,15.0,91.0,40.0,87.0,1,0,0,0,0,113.0,41.0,114.2,40.6,0.0,1
78,25,1.325964,4,16.0,93.0,40.0,87.0,0,0,0,0,0,98.6,22.0,120.0,50.1,0.0,1
80,40,1.324041,3,2.0,93.0,38.0,87.0,0,0,0,0,0,103.3,52.3,119.1,42.9,0.0,1
82,1,0.149884,3,3.0,91.0,38.0,87.0,1,0,0,0,0,111.7,40.9,113.6,40.3,0.0,1
90,4,0.318725,3,16.0,93.0,40.0,62.0,0,0,0,0,0,97.6,42.6,105.5,42.7,0.0,0
90,20,0.477035,3,10.0,93.0,40.0,87.0,1,0,0,0,0,92.6,39.7,101.5,39.3,0.0,1
1,55,1.363081,1,24.0,93.0,38.0,87.0,0,0,0,0,0,92.5,24.4,117.4,36.9,0.0,1
3,22,1.348262,4,13.0,93.0,40.0,87.0,0,0,0,0,0,103.9,53.0,120.0,35.0,0.0,0
9,8,0.914127,2,23.0,93.0,40.0,87.0,0,0,0,0,0,99.3,50.5,120.0,42.5,1.0,1
13,58,0.733542,1,17.0,93.0,40.0,87.0,1,0,0,0,1,110.4,35.5,117.3,36.3,0.0,0
